Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Product Name,Sub-Category,Sales,Quantity,Discount,Profit_Margin_Pct,Profit,Product ID,Postal Code
14,US-64544-2018,2018-01-28,2018-02-02,First Class,CG-8731,Customer_515,Home Office,United States,Phoenix,Florida,West,Office Supplies,Paper Standard,Paper,121.52015031018605,2,0.0,0.038786368188866736,4.713325292297305,Of-Pap-215,90210
15,US-74555-2015,2017-05-21,2017-05-26,Standard Class,CG-1762,Customer_471,Consumer,United States,Houston,Illinois,West,Technology,Desks Deluxe,Desks,390.82955256521865,3,0.1,0.06236688862333811,20.71859969921245,Te-Des-339,75201
16,US-79754-2015,2015-05-11,2015-05-12,Standard Class,CG-9809,Customer_239,Consumer,United States,Chicago,North Carolina,East,Office Supplies,Chairs Pro,Chairs,132.82551211281054,1,0.0,0.08034583361051274,10.671976495447021,Of-Cha-637,90210
17,US-61529-2015,2018-08-25,2018-08-27,Same Day,CG-5806,Customer_289,Consumer,United States,Phoenix,North Carolina,Central,Office Supplies,Phones Standard,Phones,142.57325019375745,4,0.3,0.045011449949104984,3.529585793347645,Of-Pho-254,75201
18,US-64238-2017,2017-02-08,2017-02-09,Second Class,CG-4863,Customer_368,Consumer,United States,Seattle,Florida,Central,Technology,Bookcases Basic,Bookcases,224.97494596542953,4,0.0,0.09465623780459291,21.295281985379138,Te-Boo-695,90210
19,US-45950-2016,2015-12-10,2015-12-12,First Class,CG-4686,Customer_412,Consumer,United States,Austin,North Carolina,West,Office Supplies,Paper Standard,Paper,211.61309503961147,3,0.15,0.06524920831150122,10.700879862752863,Of-Pap-419,85001
20,US-57096-2015,2018-12-08,2018-12-11,Same Day,CG-1767,Customer_22,Home Office,United States,New York,Georgia,Central,Technology,Bookcases Basic,Bookcases,108.17363635094068,3,0.1,0.05282533107705258,4.8571619309400615,Te-Boo-248,90210
21,US-65728-2016,2017-03-16,2017-03-19,Second Class,CG-6601,Customer_354,Consumer,United States,Houston,Illinois,East,Technology,Tables Premium,Tables,85.60016032890755,2,0.0,0.09883168464904907,8.460008051534631,Te-Tab-934,85001
22,US-35287-2017,2016-01-21,2016-01-22,Standard Class,CG-4185,Customer_542,Home Office,United States,San Diego,Georgia,West,Furniture,Desks Pro,Desks,136.71889793190545,2,0.1,0.05063285179902785,5.884097542545696,Fu-Des-305,90210
23,US-78122-2015,2018-04-30,2018-05-03,Standard Class,CG-8429,Customer_559,Home Office,United States,Houston,Ohio,Central,Furniture,Chairs Basic,Chairs,50.581901611632894,1,0.0,0.05278160608767926,2.669794006030956,Fu-Cha-685,90210
24,US-50081-2016,2017-08-13,2017-08-18,Standard Class,CG-2077,Customer_420,Corporate,United States,Dallas,Texas,South,Furniture,Phones Standard,Phones,360.4425793875844,2,0.1,0.05181340970156359,15.874395183742678,Fu-Pho-650,10001
25,US-55312-2015,2015-10-04,2015-10-06,Standard Class,CG-2890,Customer_315,Consumer,United States,San Diego,Michigan,West,Office Supplies,Tables Basic,Tables,328.43376730877293,2,0.0,0.08005884518417132,26.2940281302272,Of-Tab-158,77001
26,US-82943-2017,2018-03-30,2018-04-03,Same Day,CG-2626,Customer_782,Corporate,United States,Phoenix,Georgia,Central,Technology,Chairs Basic,Chairs,56.837894280425004,2,0.3,0.09330938263855142,2.9169298541799407,Te-Cha-756,94101
27,US-90770-2017,2016-04-04,2016-04-08,Standard Class,CG-7646,Customer_329,Consumer,United States,Seattle,North Carolina,East,Furniture,Bookcases Deluxe,Bookcases,368.0103029340449,1,0.0,0.034173525831298256,12.57620959350048,Fu-Boo-829,77001
28,US-32211-2015,2018-08-30,2018-09-02,Same Day,CG-2571,Customer_470,Home Office,United States,Houston,Texas,West,Furniture,Accessories Standard,Accessories,377.5993401252161,1,0.0,0.05483625641436945,20.706134237003052,Fu-Acc-544,10001
29,US-57780-2017,2015-01-22,2015-01-24,First Class,CG-4675,Customer_782,Consumer,United States,Dallas,Texas,South,Office Supplies,Bookcases Premium,Bookcases,231.37607986810016,4,0.0,0.08604436463582091,19.908607784177633,Of-Boo-158,75201
30,US-52503-2016,2015-09-10,2015-09-15,Same Day,CG-6432,Customer_463,Consumer,United States,New York,Michigan,South,Technology,Paper Premium,Paper,76.23205757237842,4,0.0,0.08545393564053974,6.514329341535946,Te-Pap-876,94101
31,US-56193-2017,2017-01-17,2017-01-21,Same Day,CG-5773,Customer_440,Consumer,United States,Los Angeles,North Carolina,East,Technology,Paper Standard,Paper,120.28757204762208,2,0.0,0.0964822663884723,11.605617569521227,Te-Pap-196,60601
32,US-71358-2016,2017-05-06,2017-05-11,First Class,CG-6044,Customer_664,Home Office,United States,Phoenix,California,East,Office Supplies,Paper Standard,Paper,60.25514037961821,2,0.4,0.048171390734733865,1.1610295644011313,Of-Pap-359,60601
33,US-88182-2016,2016-04-19,2016-04-24,First Class,CG-5808,Customer_738,Home Office,United States,Seattle,New York,East,Furniture,Computers Premium,Computers,56.12420584734275,3,0.0,0.05681084042802775,3.188463302543171,Fu-Com-337,85001
34,US-32117-2016,2017-12-18,2017-12-22,First Class,CG-4752,Customer_248,Corporate,United States,San Diego,New York,West,Office Supplies,Storage Premium,Storage,410.19292314883876,1,0.0,0.0711752255389949,29.1955738196182,Of-Sto-461,85001
35,US-69056-2015,2016-05-25,2016-05-29,First Class,CG-2328,Customer_171,Home Office,United States,Austin,Pennsylvania,West,Furniture,Computers Premium,Computers,191.8564309208643,2,0.4,0.033702004986549954,2.5863785566386577,Fu-Com-995,75201
36,US-68706-2016,2016-11-30,2016-12-03,First Class,CG-5123,Customer_749,Home Office,United States,Chicago,Ohio,South,Furniture,Computers Pro,Computers,153.39765908521488,4,0.0,0.04537575144628875,6.960534051093248,Fu-Com-627,10001
37,US-19476-2017,2017-09-02,2017-09-04,First Class,CG-2311,Customer_748,Consumer,United States,Phoenix,New York,South,Office Supplies,Storage Deluxe,Storage,179.18645957565496,1,0.0,0.05733412731543542,10.273499286512724,Of-Sto-186,85001
38,US-65006-2017,2015-07-09,2015-07-10,Standard Class,CG-5450,Customer_771,Corporate,United States,Los Angeles,Georgia,Central,Office Supplies,Bookcases Pro,Bookcases,390.7078185587927,3,0.0,0.07488447739329848,29.25795080625088,Of-Boo-852,94101
39,US-79918-2018,2017-08-15,2017-08-17,Standard Class,CG-3725,Customer_279,Corporate,United States,Philadelphia,Texas,West,Technology,Computers Premium,Computers,108.81906128666023,5,0.0,0.07853872084201044,8.546509876682633,Te-Com-509,77001
40,US-77321-2017,2016-11-17,2016-11-18,Standard Class,CG-8571,Customer_148,Corporate,United States,Philadelphia,New York,South,Technology,Phones Pro,Phones,724.009418053697,1,0.0,0.05510206574746207,39.894414555376564,Te-Pho-149,60601
41,US-87271-2016,2017-08-15,2017-08-19,Standard Class,CG-3183,Customer_621,Consumer,United States,Houston,Michigan,South,Furniture,Chairs Basic,Chairs,99.99264402104043,1,0.15,0.04371141919149715,3.3873857936241336,Fu-Cha-626,77001
42,US-92215-2016,2016-07-16,2016-07-21,Standard Class,CG-1153,Customer_143,Home Office,United States,Los Angeles,Texas,Central,Technology,Storage Premium,Storage,283.3875718679548,2,0.0,0.04730349971036336,13.405223923776376,Te-Sto-495,60601
43,US-92600-2018,2018-06-21,2018-06-23,First Class,CG-6582,Customer_71,Consumer,United States,Dallas,Texas,East,Office Supplies,Storage Premium,Storage,224.7877408177116,2,0.0,0.054621981941624445,12.2783519196436,Of-Sto-416,90210
44,US-63450-2015,2017-04-11,2017-04-16,Second Class,CG-1815,Customer_311,Corporate,United States,Dallas,Pennsylvania,East,Office Supplies,Chairs Basic,Chairs,227.71370083572958,1,0.1,0.03914498389499829,7.576771779102329,Of-Cha-882,90210
45,US-57928-2015,2018-02-28,2018-03-02,Standard Class,CG-2119,Customer_638,Consumer,United States,New York,New York,South,Office Supplies,Phones Standard,Phones,439.15579630378545,2,0.4,0.08672636775623663,15.23455483701001,Of-Pho-270,85001
46,US-55382-2017,2016-10-08,2016-10-14,First Class,CG-3155,Customer_467,Consumer,United States,Los Angeles,New York,West,Technology,Chairs Premium,Chairs,421.55149955672704,4,0.0,0.09279951650859646,39.11977534233808,Te-Cha-482,75201
47,US-95038-2015,2015-01-21,2015-01-23,Same Day,CG-6165,Customer_594,Corporate,United States,Houston,North Carolina,West,Office Supplies,Storage Premium,Storage,432.07142080161196,2,0.1,0.08542916550407635,31.374775779655977,Of-Sto-366,75201
48,US-34142-2016,2017-04-20,2017-04-25,First Class,CG-2209,Customer_41,Consumer,United States,New York,California,South,Furniture,Pens Standard,Pens,142.52683642681075,4,0.0,0.047887415628996996,6.825241854256755,Fu-Pen-751,90210
49,US-27290-2018,2015-06-16,2015-06-22,First Class,CG-9645,Customer_771,Consumer,United States,Philadelphia,North Carolina,West,Technology,Phones Deluxe,Phones,315.1547790449694,2,0.0,0.06690451223044964,21.08527676909881,Te-Pho-345,77001
50,US-10364-2016,2018-07-21,2018-07-24,Standard Class,CG-7428,Customer_356,Consumer,United States,Los Angeles,Texas,South,Furniture,Desks Standard,Desks,98.43373990733049,1,0.0,0.06916595297519433,6.80826342560293,Fu-Des-283,85001
51,US-29797-2018,2016-01-23,2016-01-27,Standard Class,CG-2106,Customer_144,Consumer,United States,Chicago,Texas,East,Office Supplies,Desks Standard,Desks,188.87348057483268,3,0.1,0.08033589665718514,12.89732235423123,Of-Des-247,85001
52,US-42535-2015,2016-08-23,2016-08-26,Second Class,CG-5416,Customer_683,Corporate,United States,Austin,Illinois,East,Technology,Tables Deluxe,Tables,174.747531278706,1,0.0,0.08666139196620365,15.143864303270373,Te-Tab-750,60601
53,US-57176-2016,2015-11-12,2015-11-15,Standard Class,CG-6264,Customer_279,Home Office,United States,San Diego,Pennsylvania,Central,Office Supplies,Paper Standard,Paper,440.05527438808156,2,0.0,0.05558139678809768,24.45888681445916,Of-Pap-476,10001
54,US-17939-2015,2015-01-14,2015-01-16,Standard Class,CG-2037,Customer_471,Consumer,United States,Houston,Georgia,West,Technology,Tables Pro,Tables,93.31924840333646,1,0.15,0.059587802819625765,4.309533954178609,Te-Tab-301,10001
55,US-52029-2018,2015-08-30,2015-09-03,Same Day,CG-4333,Customer_655,Corporate,United States,Seattle,California,Central,Office Supplies,Chairs Standard,Chairs,586.5253886674323,2,0.0,0.06211657481092554,36.43294818366773,Of-Cha-316,85001
56,US-88097-2017,2017-02-15,2017-02-21,First Class,CG-1413,Customer_639,Home Office,United States,New York,Illinois,East,Technology,Tables Premium,Tables,132.92003116100707,1,0.0,0.05908456552696967,7.853522290979373,Te-Tab-481,85001
57,US-20447-2015,2018-10-01,2018-10-03,Standard Class,CG-8904,Customer_58,Corporate,United States,Houston,Michigan,East,Furniture,Paper Premium,Paper,173.69849867127095,2,0.0,0.03707637083779202,6.440109950703766,Fu-Pap-411,90210
58,US-56940-2017,2016-07-18,2016-07-19,Standard Class,CG-2939,Customer_168,Consumer,United States,Seattle,Georgia,West,Furniture,Phones Deluxe,Phones,258.20082608299333,1,0.0,0.042806117437012195,11.052574883642174,Fu-Pho-992,94101
59,US-87947-2016,2017-06-16,2017-06-18,Standard Class,CG-1655,Customer_630,Home Office,United States,Philadelphia,Texas,South,Furniture,Pens Pro,Pens,100.49889728953374,1,0.15,0.034491542315054656,2.6864305255706706,Fu-Pen-861,75201
60,US-29642-2017,2018-09-25,2018-10-01,Standard Class,CG-8457,Customer_166,Home Office,United States,Dallas,Michigan,West,Technology,Chairs Deluxe,Chairs,148.1830834731663,1,0.0,0.0748726339436409,11.094857765526363,Te-Cha-354,85001
61,US-77643-2015,2015-04-02,2015-04-07,First Class,CG-3479,Customer_373,Consumer,United States,Austin,North Carolina,East,Furniture,Software Basic,Software,309.38610990547494,1,0.0,0.062235079592191614,19.254669174685777,Fu-Sof-799,90210
62,US-58002-2016,2018-10-22,2018-10-24,Standard Class,CG-6639,Customer_82,Consumer,United States,Houston,Michigan,West,Furniture,Storage Pro,Storage,315.65116819427,3,0.0,0.0679125315288223,21.436669912102953,Fu-Sto-129,19101
63,US-35017-2015,2017-08-13,2017-08-14,First Class,CG-6921,Customer_134,Home Office,United States,Philadelphia,Florida,South,Furniture,Storage Basic,Storage,529.6403071942814,5,0.0,0.04679948801588441,24.78689520926811,Fu-Sto-764,77001
64,US-23313-2018,2018-12-22,2018-12-24,First Class,CG-7520,Customer_364,Corporate,United States,Los Angeles,Ohio,West,Furniture,Desks Premium,Desks,339.77825980973444,2,0.1,0.0684872382269975,19.77990343035234,Fu-Des-600,60601
65,US-60893-2018,2016-05-23,2016-05-29,Second Class,CG-4606,Customer_485,Consumer,United States,Los Angeles,California,South,Technology,Bookcases Basic,Bookcases,55.09734330799055,3,0.1,0.08746353882509332,4.096157331741238,Te-Boo-481,90210
66,US-90879-2017,2017-02-14,2017-02-15,First Class,CG-6203,Customer_46,Corporate,United States,Philadelphia,Texas,West,Furniture,Pens Pro,Pens,157.4970266206822,4,0.15,0.032348223967385625,3.948430545775421,Fu-Pen-687,19101
67,US-17523-2016,2015-02-04,2015-02-08,Standard Class,CG-5058,Customer_262,Corporate,United States,Austin,California,West,Office Supplies,Binders Deluxe,Binders,318.91423805587294,1,0.4,0.05852576806410978,7.465880291520123,Of-Bin-413,60601
68,US-38439-2017,2015-07-25,2015-07-31,Second Class,CG-6004,Customer_469,Consumer,United States,Chicago,Georgia,East,Furniture,Storage Basic,Storage,339.33107178438746,1,0.15,0.06839340585807241,17.986205977423342,Fu-Sto-477,77001
69,US-91060-2016,2018-01-09,2018-01-11,Second Class,CG-7468,Customer_635,Corporate,United States,Houston,California,South,Furniture,Software Basic,Software,537.5835832539586,1,0.0,0.039859849770615303,21.428000867651857,Fu-Sof-643,75201
70,US-20973-2017,2018-11-12,2018-11-13,Second Class,CG-9015,Customer_222,Corporate,United States,Austin,North Carolina,Central,Technology,Binders Basic,Binders,645.8249096017994,4,0.0,0.05035580020776599,32.52103011710674,Te-Bin-146,75201
71,US-32694-2017,2017-10-22,2017-10-28,Standard Class,CG-1315,Customer_92,Corporate,United States,Austin,Ohio,South,Furniture,Accessories Deluxe,Accessories,162.00700655291135,1,0.0,0.04156230550689366,6.733384700609425,Fu-Acc-482,75201
72,US-14302-2016,2017-10-18,2017-10-22,Standard Class,CG-7063,Customer_19,Corporate,United States,Phoenix,Illinois,West,Technology,Pens Basic,Pens,441.6423925622132,2,0.15,0.08120023501917678,27.792636204624518,Te-Pen-607,60601
73,US-32391-2018,2018-11-14,2018-11-19,Standard Class,CG-9412,Customer_270,Consumer,United States,Austin,California,South,Furniture,Accessories Pro,Accessories,536.7386200963597,5,0.15,0.06293584966454449,26.17957835524315,Fu-Acc-222,94101
74,US-19372-2015,2016-07-19,2016-07-22,Second Class,CG-7041,Customer_577,Consumer,United States,Phoenix,Florida,West,Technology,Desks Standard,Desks,65.74043743447604,2,0.0,0.07420276456537264,4.878122201375035,Te-Des-723,94101
75,US-24080-2017,2018-02-03,2018-02-04,First Class,CG-3261,Customer_731,Consumer,United States,Phoenix,New York,Central,Technology,Pens Basic,Pens,652.3497390393812,1,0.1,0.08265553030655652,45.83226658179724,Te-Pen-982,19101
76,US-30874-2016,2016-12-03,2016-12-08,Second Class,CG-8639,Customer_669,Consumer,United States,San Diego,Ohio,West,Technology,Tables Premium,Tables,88.58514076896819,4,0.1,0.09835337728765889,7.405750606311096,Te-Tab-989,90210
77,US-83914-2016,2016-02-06,2016-02-10,First Class,CG-1844,Customer_415,Corporate,United States,Philadelphia,California,South,Furniture,Desks Pro,Desks,158.9068709790032,1,0.15,0.05500379915011218,6.773873251548959,Fu-Des-698,10001
78,US-21600-2018,2016-12-30,2017-01-04,Standard Class,CG-2514,Customer_665,Home Office,United States,Seattle,Michigan,South,Office Supplies,Binders Deluxe,Binders,417.79077576577356,3,0.1,0.06404963736174507,22.745445528747954,Of-Bin-559,75201
79,US-89415-2017,2015-06-11,2015-06-13,First Class,CG-2108,Customer_247,Home Office,United States,San Diego,Florida,East,Furniture,Computers Pro,Computers,323.99992699803573,2,0.0,0.03233018604761862,10.474977919261347,Fu-Com-705,85001
80,US-88553-2018,2015-07-21,2015-07-24,Second Class,CG-6123,Customer_711,Consumer,United States,Seattle,Illinois,East,Office Supplies,Tables Premium,Tables,449.6032563510603,3,0.0,0.07087228491327932,31.864410082050505,Of-Tab-766,60601
81,US-94500-2015,2017-09-22,2017-09-23,Standard Class,CG-2730,Customer_743,Corporate,United States,Los Angeles,New York,Central,Technology,Software Pro,Software,131.93839158124285,2,0.0,0.0777796839375743,10.262126396420983,Te-Sof-805,90210
82,US-34714-2017,2015-09-27,2015-10-03,Second Class,CG-4185,Customer_302,Consumer,United States,Austin,Illinois,South,Technology,Bookcases Basic,Bookcases,382.2317428934591,3,0.0,0.0948216131950117,36.24383047549874,Te-Boo-478,10001
83,US-71509-2015,2017-03-26,2017-03-30,Second Class,CG-2238,Customer_16,Consumer,United States,Philadelphia,Florida,Central,Furniture,Binders Deluxe,Binders,440.85303876304016,2,0.0,0.05101842764241302,22.491628859070065,Fu-Bin-381,77001
84,US-14725-2016,2018-07-18,2018-07-21,Standard Class,CG-6455,Customer_620,Consumer,United States,Austin,Illinois,South,Office Supplies,Binders Deluxe,Binders,327.26594968815357,1,0.0,0.05162294364674347,16.894431678249536,Of-Bin-776,90210
85,US-30684-2016,2016-03-31,2016-04-04,First Class,CG-3924,Customer_503,Home Office,United States,New York,North Carolina,Central,Office Supplies,Paper Premium,Paper,281.21084846412754,1,0.0,0.046389621509601964,13.045264824644908,Of-Pap-794,85001
86,US-67911-2017,2018-06-29,2018-07-04,Same Day,CG-7796,Customer_395,Corporate,United States,Los Angeles,Georgia,Central,Furniture,Pens Standard,Pens,481.80428051913583,1,0.0,0.057476181069090665,27.692270066980804,Fu-Pen-789,94101
87,US-23092-2017,2017-10-13,2017-10-17,Standard Class,CG-7039,Customer_786,Consumer,United States,San Diego,Georgia,East,Technology,Storage Deluxe,Storage,344.5445347395301,1,0.4,0.07212753345902097,9.940458983019305,Te-Sto-216,10001
88,US-49770-2016,2015-10-23,2015-10-27,Standard Class,CG-4566,Customer_696,Corporate,United States,Los Angeles,Texas,East,Office Supplies,Phones Standard,Phones,75.68006173169813,1,0.4,0.07027235395867854,2.127286434249813,Of-Pho-610,90210
89,US-81667-2016,2016-12-20,2016-12-25,Standard Class,CG-2456,Customer_184,Consumer,United States,Philadelphia,New York,Central,Office Supplies,Accessories Pro,Accessories,300.05417065117217,2,0.15,0.07894574319420924,18.358199612948628,Of-Acc-774,90210
90,US-72894-2016,2015-12-04,2015-12-09,Same Day,CG-2109,Customer_441,Consumer,United States,Los Angeles,Florida,East,Furniture,Accessories Pro,Accessories,297.923381853454,1,0.0,0.04293631037400497,12.7917307909331,Fu-Acc-543,85001
91,US-22612-2016,2017-05-28,2017-05-31,Standard Class,CG-2930,Customer_581,Home Office,United States,Seattle,Michigan,Central,Technology,Phones Premium,Phones,249.4342844894977,2,0.15,0.0827501392054763,15.996559367196344,Te-Pho-815,85001
92,US-88627-2018,2017-12-12,2017-12-13,Standard Class,CG-8703,Customer_250,Corporate,United States,Phoenix,California,South,Technology,Software Basic,Software,285.27536956955976,2,0.1,0.10077911003317695,24.437328180665002,Te-Sof-874,19101
93,US-47089-2018,2017-03-02,2017-03-07,Standard Class,CG-1622,Customer_376,Corporate,United States,Philadelphia,North Carolina,East,Office Supplies,Computers Pro,Computers,170.353783388923,3,0.0,0.0480481088380747,8.185177125248774,Of-Com-306,94101
94,US-62137-2018,2015-08-05,2015-08-08,Standard Class,CG-3337,Customer_458,Consumer,United States,San Diego,Texas,East,Furniture,Bookcases Basic,Bookcases,526.827061961761,1,0.0,0.06429701563557108,33.87340784019732,Fu-Boo-148,85001
95,US-76249-2016,2017-02-02,2017-02-06,Standard Class,CG-2258,Customer_730,Consumer,United States,New York,Texas,West,Furniture,Pens Deluxe,Pens,77.98940069013476,1,0.0,0.03726723969110551,2.9064496888849214,Fu-Pen-457,60601
96,US-90720-2016,2015-07-07,2015-07-11,Standard Class,CG-7300,Customer_88,Corporate,United States,Los Angeles,Georgia,East,Furniture,Accessories Premium,Accessories,214.64771519516873,2,0.0,0.04441720208457361,9.53405094281581,Fu-Acc-174,94101
97,US-30372-2018,2016-01-15,2016-01-21,Standard Class,CG-5501,Customer_346,Consumer,United States,Los Angeles,Michigan,West,Office Supplies,Chairs Premium,Chairs,472.4090927647153,2,0.1,0.05896052659044869,23.675465544195177,Of-Cha-626,10001
98,US-67920-2017,2016-05-07,2016-05-09,Standard Class,CG-8840,Customer_784,Consumer,United States,New York,North Carolina,Central,Technology,Accessories Premium,Accessories,139.79818154096665,1,0.0,0.08109298156512919,11.336651358540193,Te-Acc-521,10001
99,US-42544-2016,2017-11-30,2017-12-05,First Class,CG-8289,Customer_729,Corporate,United States,Chicago,California,Central,Furniture,Chairs Deluxe,Chairs,464.1285650307298,1,0.1,0.03706104442374119,14.620925961891459,Fu-Cha-619,19101
100,US-53032-2016,2018-03-26,2018-03-29,Same Day,CG-3023,Customer_390,Consumer,United States,Philadelphia,Texas,Central,Technology,Tables Deluxe,Tables,503.6476993416791,2,0.1,0.07430888252995999,31.81167306783562,Te-Tab-570,60601
101,US-51420-2017,2015-01-15,2015-01-21,Standard Class,CG-1876,Customer_180,Consumer,United States,Austin,Michigan,East,Office Supplies,Paper Premium,Paper,367.09901590135655,2,0.0,0.08464195403915517,31.071978031741715,Of-Pap-560,90210
102,US-44600-2016,2015-03-06,2015-03-09,Second Class,CG-8190,Customer_637,Corporate,United States,Chicago,Illinois,East,Technology,Bookcases Basic,Bookcases,146.28976899867624,2,0.1,0.06526833782991806,8.115876554456333,Te-Boo-306,94101
103,US-72008-2015,2016-06-04,2016-06-05,Second Class,CG-3526,Customer_376,Home Office,United States,Chicago,North Carolina,Central,Office Supplies,Chairs Premium,Chairs,35.36198488876533,5,0.1,0.04859230918385979,1.460572427609383,Of-Cha-819,19101
104,US-15167-2018,2018-09-29,2018-10-05,Standard Class,CG-9536,Customer_183,Consumer,United States,Los Angeles,Michigan,East,Technology,Chairs Pro,Chairs,184.3746561128174,2,0.15,0.04782580788869921,6.833846834167355,Te-Cha-850,77001
105,US-10432-2017,2018-02-26,2018-03-01,Standard Class,CG-4672,Customer_329,Home Office,United States,Los Angeles,Illinois,Central,Office Supplies,Bookcases Standard,Bookcases,428.838458557502,3,0.0,0.07279786517915152,31.218524289704185,Of-Boo-756,85001
106,US-79687-2015,2016-10-09,2016-10-14,Second Class,CG-2913,Customer_490,Corporate,United States,San Diego,Ohio,South,Office Supplies,Paper Standard,Paper,178.8319070137242,2,0.25,0.06267954624146589,7.005689240697659,Of-Pap-631,19101
107,US-81947-2015,2017-12-22,2017-12-25,Standard Class,CG-3445,Customer_200,Corporate,United States,Houston,Pennsylvania,East,Furniture,Paper Premium,Paper,117.0522035317631,2,0.3,0.05113083527501231,3.2917373155478864,Fu-Pap-911,75201
108,US-60903-2018,2018-03-08,2018-03-10,Second Class,CG-9976,Customer_696,Corporate,United States,Philadelphia,Pennsylvania,West,Furniture,Pens Basic,Pens,150.70609776960575,3,0.1,0.06905562396667389,8.846038074503282,Fu-Pen-334,90210
109,US-64149-2015,2016-08-15,2016-08-19,Second Class,CG-2487,Customer_479,Corporate,United States,Dallas,Texas,West,Furniture,Software Deluxe,Software,47.92292827245665,2,0.1,0.03987345600196513,1.6242248561635615,Fu-Sof-195,10001
110,US-66768-2015,2016-01-27,2016-01-31,Second Class,CG-5891,Customer_736,Corporate,United States,Phoenix,Michigan,East,Office Supplies,Pens Basic,Pens,317.28464078141667,1,0.15,0.07939139756003057,19.521995068375926,Of-Pen-922,75201
111,US-75792-2018,2016-02-23,2016-02-29,First Class,CG-6234,Customer_455,Home Office,United States,Chicago,Georgia,East,Furniture,Desks Basic,Desks,34.353946180058976,3,0.0,0.036924105169155716,1.268488721728013,Fu-Des-269,75201
112,US-43257-2016,2015-10-16,2015-10-19,First Class,CG-1449,Customer_440,Consumer,United States,Los Angeles,Pennsylvania,West,Technology,Computers Premium,Computers,321.3817498860184,4,0.15,0.07243262806422122,18.040856685994967,Te-Com-776,10001
113,US-54674-2015,2016-01-14,2016-01-17,Same Day,CG-2427,Customer_601,Corporate,United States,Philadelphia,Florida,East,Furniture,Chairs Deluxe,Chairs,276.8682690962919,3,0.0,0.05617684011427491,15.55358448573843,Fu-Cha-237,77001
